#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3143759	6733	6651	112611	112534	-	HSPC310	SRPK2	SON	SFRSK2	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999250691	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999250691, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P78362	A0A024R704	NP_872633|NP_001265202|NP_872634	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3150901	6432	6651	112330	112534	-	HSPC310	SRSF7	SON	9G8|AAG3|SFRS7	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.986388472	-	BioPlex HCT HCT116 cells CompPASS score = 0.986388472, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q16629	C9JAB2	NP_001182375|NP_001026854|NP_001350731	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3157691	124245	6651	125858	112534	-	HSPC310	ZC3H18	SON	NHN1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.781745688	-	BioPlex HCT HCT116 cells CompPASS score = 0.781745688, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q86VM9	B4DTK7|E7ERS3	NP_653205|NP_001281269	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3162989	6426	6651	112324	112534	OK/SW-cl.3	HSPC310	SRSF1	SON	ASF|SF2|SF2p33|SFRS1|SRp30a	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.968586037	-	BioPlex HCT HCT116 cells CompPASS score = 0.968586037, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q07955	Q59FA2	NP_001071634|NP_008855	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3166488	6430	6651	112328	112534	-	HSPC310	SRSF5	SON	HRS|SFRS5|SRP40	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.957551388	-	BioPlex HCT HCT116 cells CompPASS score = 0.957551388, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q13243	Q86U32|A0A024R6D8	NP_001307143|NP_008856|NP_001034554	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3193911	10921	6651	116125	112534	-	HSPC310	RNPS1	SON	E5.1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.954168537	-	BioPlex HCT HCT116 cells CompPASS score = 0.954168537, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q15287	D3DU92|H3BMS0	NP_006702|NP_001273554|NP_001273555|NP_001273556|NP_542161	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3194783	6137	6651	112057	112534	OK/SW-cl.46	HSPC310	RPL13	SON	BBC1|D16S444E|D16S44E|L13	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.843865322	-	BioPlex HCT HCT116 cells CompPASS score = 0.843865322, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P26373	A8K4C8	NP_150254|NP_001230060|NP_000968|NP_001230059	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3199306	91607	6651	124851	112534	-	HSPC310	SLFN11	SON	SLFN8/9	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Jo U (2021)	PUBMED:33536335	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q7Z7L1	-	NP_001098058|NP_001098060|NP_001362940|NP_001362941|NP_001098059|NP_689483|NP_001098057|NP_001362939|NP_001362938|NP_001362937|NP_001362936	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3214499	43740578	6651	4383859	112534	GU280_gp01_nsp10	HSPC310	nsp10	SON	ORF1ab|ORF1ab-nsp10|SARS-CoV2 nsp10|SARS-CoV-2 nsp10|R1AB_SARS2|PRO_0000449628	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	0.99	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTD1	-	YP_009725306	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3214562	-	6651	4383866	112534	GU280_gp12_nsp11	HSPC310	nsp11	SON	ORF1a|ORF1a-nsp11|SARS-CoV2 nsp11|SARS-CoV-2 nsp11|R1A_SARS2|PRO_0000449645	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	1.0	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTC1	-	YP_009725312	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3214931	43740578	6651	4383863	112534	GU280_gp01_nsp15	HSPC310	nsp15	SON	ORF1ab|ORF1ab-nsp15|SARS-CoV2 nsp15|SARS-CoV-2 nsp15|Uridylate-specific endoribonuclease|endoRNAse|R1AB_SARS2|PRO_0000449632	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	1.0	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTD1	-	YP_009725310	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3215033	43740578	6651	4383864	112534	GU280_gp01_nsp16	HSPC310	nsp16	SON	ORF1ab|ORF1ab-nsp16|SARS-CoV2 nsp16|SARS-CoV-2 nsp16|2-O-methyltransferase|R1AB_SARS2|PRO_0000449633	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	1.0	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTD1	-	YP_009725311	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3215369	43740578	6651	4383854	112534	GU280_gp01_nsp5	HSPC310	nsp5	SON	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	0.93	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTD1	-	YP_009725301	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3215649	43740578	6651	4383856	112534	GU280_gp01_nsp7	HSPC310	nsp7	SON	ORF1ab|ORF1ab-nsp7|SARS-CoV2 nsp7|SARS-CoV-2 nsp7|R1AB_SARS2|PRO_0000449625	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	0.98	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTD1	-	YP_009725303	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3215726	43740578	6651	4383857	112534	GU280_gp01_nsp8	HSPC310	nsp8	SON	ORF1ab|ORF1ab-nsp8|SARS-CoV2 nsp8|SARS-CoV-2 nsp8|R1AB_SARS2|PRO_0000449626	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	0.93	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTD1	-	YP_009725304	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3215789	43740578	6651	4383858	112534	GU280_gp01_nsp9	HSPC310	nsp9	SON	ORF1ab|ORF1ab-nsp9|SARS-CoV2 nsp9|SARS-CoV-2 nsp9|R1AB_SARS2|PRO_0000449627	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	1.0	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTD1	-	YP_009725305	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3216382	43740572	6651	4383870	112534	GU280_gp06	HSPC310	ORF6	SON	SARS-CoV2 ORF6|SARS-CoV-2 ORF6|6|NS6_SARS2|PRO_0000449653	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	0.92	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTC6	-	YP_009724394	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3216796	43740577	6651	4383873	112534	GU280_gp09	HSPC310	ORF8	SON	SARS-CoV2 ORF8|SARS-CoV-2 ORF8|8|NS7B_SARS2|PRO_0000449655	BASS1|C21orf50|DBP-5|NREBP|SON3	Proximity Label-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	0.92	-	BioID|High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTC8	-	YP_009724396	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
3305773	899	6651	107339	112534	-	HSPC310	CCNF	SON	FBX1|FBXO1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Rayner SL (2021)	PUBMED:33729478	9606	9606	High Throughput	4.524	-	Affinity Capture-MS was carried out to identify high-confidence protein interactions with an abundance ratio that was >1.5 fold over controls (Fold Abundance ratio over vector control reported)	-	BIOGRID	P41002	Q59HD0	NP_001752|NP_001310467	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3344749	6016	6651	111948	112534	RP11-101O6.4	HSPC310	RIT1	SON	NS8|RIBB|RIT|ROC1	BASS1|C21orf50|DBP-5|NREBP|SON3	Negative Genetic	genetic	Vichas A (2021)	PUBMED:34373451	9606	9606	High Throughput	-	-	CRISPR GI screen|Cell Line: PC9-Cas9-RIT1M90I|Experimental Setup: Negative selection in the presence of 40 nM erlotinib|GIST: A-phenotypic negative genetic interaction|Library: Brunello Library|Significance Threshold:|CS|>0.5 and p<0.05	-	BIOGRID	Q92963	-	NP_001243750|NP_008843|NP_001243749	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	HP:0001507	Growth abnormality	phenotype	PATO:0000169	viability	-	Homo sapiens	Homo sapiens
3352491	11052	6651	116238	112534	-	HSPC310	CPSF6	SON	CFIM|CFIM68|HPBRII-4|HPBRII-7	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q16630	-	NP_008938|NP_001287876	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3353902	9188	6651	114625	112534	-	HSPC310	DDX21	SON	GUA|GURDB|RH-II/GU|RH-II/GuA	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q9NR30	-	NP_004719|NP_001243839	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3365184	55269	6651	120558	112534	RP11-523H24.2	HSPC310	PSPC1	SON	PSP1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q8WXF1	B4DWI8	NP_001350589|NP_001341837|NP_001341838|NP_001035879	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3366514	9584	6651	114952	112534	RP11-353C18.2	HSPC310	RBM39	SON	CAPER|CAPERalpha|FSAP59|HCC1|RNPC2	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q14498	B4DRA0|E1P5S2	NP_001310352|NP_001310353|NP_001310351|NP_909122|NP_004893|NP_001229528|NP_001229529	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3367844	6125	6651	112045	112534	MSTP030	HSPC310	RPL5	SON	DBA6|L5|PPP1R135	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P46777	A2RUM7	NP_000960	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3368316	6217	6651	112131	112534	-	HSPC310	RPS16	SON	S16	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P62249	Q6IPX4	NP_001350789|NP_001011|NP_001308040	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3369192	10952	6651	116152	112534	-	HSPC310	SEC61B	SON	-	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P60468	-	NP_006799	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3369519	10291	6651	115580	112534	-	HSPC310	SF3A1	SON	PRP21|PRPF21|SAP114|SF3A120	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q15459	A0A024R1K8	NP_001005409|NP_005868	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3369700	23451	6651	117017	112534	-	HSPC310	SF3B1	SON	Hsh155|MDS|PRP10|PRPF10|SAP155|SF3b155	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	O75533	A0JLT9|Q7Z497	NP_001005526|NP_001295753|NP_036565	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3370265	6626	6651	112510	112534	-	HSPC310	SNRPA	SON	Mud1|U1-A|U1A	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P09012	-	NP_004587	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3370524	6628	6651	112512	112534	-	HSPC310	SNRPB	SON	COD|SNRPB1|Sm-B/B|SmB/B|SmB/SmB|snRNP-B	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P14678	Q66K91	NP_003082|NP_937859	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3370823	6631	6651	112515	112534	RP3-375P9.1	HSPC310	SNRPC	SON	U1C|Yhc1	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P09234	Q5TAL4	NP_003084	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3372596	6749	6651	112627	112534	-	HSPC310	SSRP1	SON	FACT|FACT80|T160	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	Q08945	A0A024R4Z6	NP_003137	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3373536	7150	6651	113003	112534	RP3-511B24.1	HSPC310	TOP1	SON	TOPI	BASS1|C21orf50|DBP-5|NREBP|SON3	Affinity Capture-MS	physical	Cho NH (2022)	PUBMED:35271311	9606	9606	High Throughput	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID	P11387	-	NP_003277	P18583	J3QSZ5|Q6ZRV7	NP_001278340|NP_115571|NP_620305|NP_001278341	-	-	-	-	-	-	Homo sapiens	Homo sapiens
